Code	Description	Information
74WR	WEATHER REPORTER	<country>UNITED KINGDOM</country><platformclass>34 Vessel at fixed position - Includes light vessels and weather ships</platformclass><commissioned>1958-05-16</commissioned><decommissioned>1977-05-10</decommissioned><notes>Corvette converted into a weather ship in 1958. Scrapped after decommissioning.</notes><previous_name>HMS Oakham Castle</previous_name>
74WS	William Scoresby	<title>RRS</title><country>UNITED KINGDOM</country><platformclass>31 Research vessel</platformclass><commissioned>1950</commissioned><decommissioned>1954</decommissioned><notes>National Institute of Oceanography research vessel from 1950 until she was scrapped in 1954.</notes>
74WT	WHITETHORN	<IMO>5420308</IMO><country>UNITED KINGDOM</country><callsign>GMHC</callsign><commissioned>1970</commissioned><decommissioned>1997</decommissioned><notes>WOD 5989. Drill ship built in 1963 as the vessel Hero (flag unknown). UK registered and renamed Whitethorn in 1970. Sold and re-registered in St Vincent and Grenadines 19 Sept 1997. Broken Oct 2002 in Pakistan.</notes><previous_name>Hero</previous_name>
74WU	WINDWHISTLE	<country>UNITED KINGDOM</country><callsign>2QWT</callsign>
74WV	WEATHER SURVEYOR	<country>UNITED KINGDOM</country><platformclass>34 Vessel at fixed position - Includes light vessels and weather ships</platformclass><commissioned>1961-12-21</commissioned><decommissioned>1977-07-07</decommissioned><notes>Corvette converted to weather ship in 1961 and sold as a salvage ship in 1977.</notes><previous_name>HMS Rushen Castle</previous_name>
74WW	WEATHER WATCHER	<country>UNITED KINGDOM</country><platformclass>34 Vessel at fixed position - Includes light vessels and weather ships</platformclass><commissioned>1947</commissioned><decommissioned>1961-12</decommissioned><notes>Flower-class corvette converted to a weather ship in 1947. Scrapped after decommissioning.</notes><previous_name>HMS Snowflake</previous_name>
74WY	WHITBY	<title>HMS</title><country>UNITED KINGDOM</country><platformclass>39 Naval vessel</platformclass><commissioned>1956-07-10</commissioned><decommissioned>1974</decommissioned><pennant>F36</pennant><notes>Royal Navy Whitby-class anti-submarine frigate. Scrapped after decommissioning.</notes>
74WZ	WIZARD	<country>UNITED KINGDOM</country>
74X1	Las Cuevas	<IMO>9209283</IMO><country>UNITED KINGDOM</country><platformclass>35 Vessel of opportunity on fixed route</platformclass><callsign>2EIF7</callsign><commissioned>2011-04-01</commissioned><notes>Previous name Las Cuevas under Panama flag.</notes><previous_name>Las Cuevas</previous_name>
74XA	OWS A	<country>UNITED KINGDOM</country>
74XB	OWS I	<country>UNITED KINGDOM</country>
74XC	OWS J	<country>UNITED KINGDOM</country>
74XD	OWS K	<country>UNITED KINGDOM</country>
74XE	Celestial Dawn	<IMO>9222194</IMO><country>UNITED KINGDOM</country><platformclass>36 Fishing vessel</platformclass><callsign>ZQXT9</callsign><pennant>BF109</pennant><previous_name>n/a</previous_name>
74XF	Altair	<title>MV</title><country>UNITED KINGDOM</country><platformclass>36 Fishing vessel</platformclass><commissioned>1988</commissioned><notes>Fishing vessel chartered in 1988 by Aberdeen Marine Laboratory (DAFS).</notes>
74XG	Anna Louise	<title>FV</title><country>UNITED KINGDOM</country><platformclass>36 Fishing vessel</platformclass><commissioned>1991</commissioned><decommissioned>2006</decommissioned><pennant>NN114</pennant><notes>used for the YFS for 15 years between 1991 and 2006 (excluding 1997) for the south coast surveys, with a survey name labelled SOUT 1/YR</notes>
74YA	YARMOUTH	<title>HMS</title><country>UNITED KINGDOM</country><platformclass>39 Naval vessel</platformclass><commissioned>1960-03-26</commissioned><decommissioned>1986-04-30</decommissioned><pennant>F101</pennant><notes>Royal Navy Type 12 Rothesay-class frigate. Sunk as a target after decommissioning.</notes>
74ZA	COASTAL VESSELS	<country>UNITED KINGDOM</country>
74ZB	ROYAL NAVY NON-SURVEY VESSELS	<country>UNITED KINGDOM</country>
74ZE	ZEST	<country>UNITED KINGDOM</country>
74ZN	ZENITH	<country>UNITED KINGDOM</country><platformclass>36 Fishing vessel</platformclass><callsign>GGKA</callsign><pennant>BF106</pennant><notes>GT 192</notes>
74ZO	Amazon	<country>UNITED KINGDOM</country><platformclass>25 Autonomous underwater vehicle</platformclass><notes>Underwater Slocum glider (number 223) owned by British Antarctic Survey (BAS)</notes>
74ZP	Ardbeg	<country>UNITED KINGDOM</country><platformclass>25 Autonomous underwater vehicle</platformclass><notes>Underwater Seaglider glider (number 545) owned by the Scottish Association for Marine Sciences (SAMS)</notes>
74ZQ	Orca	<country>UNITED KINGDOM</country><platformclass>25 Autonomous underwater vehicle</platformclass><notes>Underwater Seaglider glider (number 510) owned by University of East Anglia (UEA)</notes>
74ZR	Swallow	<country>UNITED KINGDOM</country><platformclass>25 Autonomous underwater vehicle</platformclass><notes>Underwater Slocum glider (number 220) owned by British Antarctic Survey (BAS)</notes>
74ZS	Talisker	<country>UNITED KINGDOM</country><platformclass>25 Autonomous underwater vehicle</platformclass><notes>Underwater Seaglider glider (number 156) owned by the Scottish Association for Marine Science (SAMS)</notes>
7610	SHU GUANG 08	<country>CHINA</country>
7611	DONG FANG HONG	<country>CHINA</country><callsign>BCVH</callsign>
761A	QIAN JIN	<country>CHINA</country>
761B	SHI JIAN	<country>CHINA</country>
761C	CHANGSHENG	<country>CHINA</country>
761D	DAQING 46	<country>CHINA</country>
7625	HAI DIAO 0010	<country>CHINA</country>
7635	HAI DIAO 822	<country>CHINA</country>
767F	FIXED PLATFORMS	<country>CHINA</country>
7690	MULTIPLE SHIPS	<country>CHINA</country>
7699	UNKNOWN PLATFORMS	<country>CHINA</country>
76A1	JIN XING	<country>CHINA</country><callsign>BAXQ</callsign>
76A2	SHUI XING	<country>CHINA</country>
76AA	HE TAI	<country>CHINA</country><callsign>BOMW</callsign>
76AB	CHANG ZHOU	<country>CHINA</country>
76AC	YUN HAI	<country>CHINA</country>
76AD	XIANG YANG HONG 16	<country>CHINA</country>
76AE	KWANG TA	<country>CHINA</country>
76AF	XIANG YANG HONG 09	<country>CHINA</country><callsign>BNPC</callsign>
76AG	JI DA	<country>CHINA</country>
76AH	VENUS NO. 2	<country>CHINA</country>
76AJ	3-101	<country>CHINA</country>
76AM	3-141	<country>CHINA</country>
76AN	3-151	<country>CHINA</country>
76BA	Bin Hai 511	<IMO>7800277</IMO><country>CHINA</country><platformclass>31 Research vessel</platformclass><callsign>BFLH</callsign>
76EX	EXCELLENCE CONTAINER	<country>CHINA</country><callsign>BMAE</callsign>
76GK	HAI JIAN 73	<country>CHINA</country>
76H6	SUI LIAN 220	<country>CHINA</country>
76H7	KANG GONG 1	<country>CHINA</country>
76HH	HWA HANG	<country>CHINA</country><callsign>BIDE</callsign><notes>1978-01-31</notes>
76KE	Ke Xue Yi Hao	<title>RV</title><IMO>8427034</IMO><country>CHINA</country><platformclass>31 Research vessel</platformclass><callsign>BCCU</callsign><notes>Also known as KEXUE #1, Science 1 and Kexue-1</notes>
76KX	KE XUE SAN HAO	<title>RV</title><IMO>9391892</IMO><country>CHINA</country><platformclass>31 Research vessel</platformclass><callsign>BBNF</callsign><commissioned>2006-07-28</commissioned><notes>Owned and operated by the Institute of Oceanology, Chinese Academy of Sciences (IOCAS); vessel is also known as Kexue-III and Science 3</notes>
76P3	KU YU 401	<country>CHINA</country>
76PC	PROSPERITY CONTAINER	<country>CHINA</country><callsign>BMAD</callsign>
76QX	SHU TONG YU 1	<country>CHINA</country>
76QY	SHU TONG YU 2	<country>CHINA</country>
76RB	ZE WEN 125	<country>CHINA</country>
76S1	SHU GUANG 01	<country>CHINA</country>
76S2	SHU GUANG 02	<country>CHINA</country>
76S3	SHU GUANG 03	<country>CHINA</country>
76S4	SHU GUANG 04	<country>CHINA</country>
76S5	SHU GUANG 05	<country>CHINA</country>
76S7	SHU GUANG 07	<country>CHINA</country>
76SA	SHIP 3	<country>CHINA</country>
76SB	SHANGBAN	<country>CHINA</country>
76SC	Ke Xue Yi Hao	<title>RV</title><IMO>8427034</IMO><country>CHINA</country><platformclass>31 Research vessel</platformclass><callsign>BCCU</callsign><notes>Also known as Science 1 and Kexue-I</notes>
76SH	SHI JIAN	<country>CHINA</country><callsign>BNSA</callsign>
76SJ	SHI JIAN HAO	<country>CHINA</country>
76SU	SHU GUANG 06	<country>CHINA</country>
76TA	TAI HE	<country>CHINA</country><callsign>BOAB</callsign>
76WC	HAI JIAN 47	<country>CHINA</country>
76WD	HAI JIAN 40	<country>CHINA</country>
76WG	HAI JIAN 71	<country>CHINA</country>
76WJ	SHI YAN 3	<country>CHINA</country>
76WP	HAI JIAN 72	<country>CHINA</country>
76X2	XIANG YANG HONG 02	<country>CHINA</country>
76X3	XIANG YANG HONG 03	<country>CHINA</country><callsign>BNVB</callsign>
76X4	XIANG YANG HONG 04	<country>CHINA</country>
76X5	XIANG YANG HONG	<country>CHINA</country>
76X6	XIANG YANG HONG 06	<country>CHINA</country>
76X7	XIANG YANG HONG 07	<country>CHINA</country><callsign>BNPA</callsign>
76X8	XIANG YANG HONG 10	<country>CHINA</country>
76X9	XIANG YANG HONG 14	<country>CHINA</country>
76XA	XIANG YANG HONG 01	<country>CHINA</country>
76XB	XIANG YANG HONG 05	<country>CHINA</country><callsign>BNTA</callsign>
76XC	XIANG YANG HONG 08	<country>CHINA</country><callsign>BNPB</callsign>
76YY	SING YANG YONG	<country>CHINA</country>
76ZK	ZHANG JIA KOU	<country>CHINA</country>
771A	SYGIN	<country>SWEDEN</country>
773A	ANTARCTIC	<country>SWEDEN</country>
7790	MULTIPLE SHIPS	<country>SWEDEN</country>
7799	UNKNOWN	<country>SWEDEN</country>
77A2	ANTARCTIC	<country>SWEDEN</country>
77AA	ATLE	<IMO>7347627</IMO><country>SWEDEN</country><platformclass>30 Ship</platformclass><callsign>SBPR</callsign><commissioned>1974</commissioned><notes>Icebreaker currently owned by Rederi AB Transatlantic, Sweden.</notes>
77AB	ALBANIA	<country>SWEDEN</country>
77AC	ANNIE JOHNSON	<country>SWEDEN</country>
77AD	ANTONIA JOHNSON	<country>SWEDEN</country>
77AE	AXEL JOHNSON	<country>SWEDEN</country>
77AF	MARGARET JOHNSON	<country>SWEDEN</country>
77AG	AGNE	<country>SWEDEN</country>
77AH	ERONA	<country>SWEDEN</country>
77AI	SAN FRANCISCO	<country>SWEDEN</country>
77AJ	SAXEN	<country>SWEDEN</country>
77AK	TV04	<country>SWEDEN</country><platformclass>39 Naval vessel</platformclass><callsign>SEXU</callsign><commissioned>1978</commissioned><decommissioned>1989</decommissioned><notes>Swedish customs patrol boat.</notes>
77AL	ALBATROSS	<country>SWEDEN</country>
77AM	TV044	<country>SWEDEN</country>
77AN	TV103	<country>SWEDEN</country>
77AO	ARCONA	<country>SWEDEN</country><commissioned>1977</commissioned><decommissioned>1977</decommissioned><notes>Chartered by Swedish Board of Fisheries</notes>
77AP	TV105	<country>SWEDEN</country><platformclass>39 Naval vessel</platformclass><callsign>SMZJ</callsign><commissioned>1973</commissioned><decommissioned>1989</decommissioned><notes>Swedish customs patrol boat</notes>
77AQ	TV171	<country>SWEDEN</country><callsign>SJTQ</callsign><commissioned>1980</commissioned><decommissioned>1989</decommissioned><notes>Swedish customs patrol boat</notes>
77AR	ARGOS	<country>SWEDEN</country>
77AS	TV227	<country>SWEDEN</country>
77AT	TV241	<country>SWEDEN</country><platformclass>39 Naval vessel</platformclass><callsign>SCOR</callsign><commissioned>1964</commissioned><decommissioned>1989</decommissioned><notes>Swedish customs patrol boat.</notes>
77AU	TV243	<country>SWEDEN</country>
77AV	TV245	<country>SWEDEN</country><callsign>SCQG</callsign><commissioned>1965</commissioned><decommissioned>1989</decommissioned><notes>Swedish customs patrol boat</notes>
77AW	TV246	<country>SWEDEN</country><platformclass>39 Naval vessel</platformclass><callsign>SCOW</callsign><commissioned>1966</commissioned><decommissioned>1989</decommissioned><notes>Swedish customs patrol boat.</notes>
77AX	TV248	<country>SWEDEN</country>
77AY	TV249	<country>SWEDEN</country>
77AZ	TV257	<country>SWEDEN</country><platformclass>39 Naval vessel</platformclass><callsign>SCPH</callsign><commissioned>1968</commissioned><decommissioned>1989</decommissioned><notes>Swedish customs patrol boat</notes>
77BA	TV260	<country>SWEDEN</country><callsign>SCPK</callsign><commissioned>1972</commissioned><decommissioned>1989</decommissioned><notes>Swedish customs patrol boat</notes>
77BB	TV271	<country>SWEDEN</country><platformclass>39 Naval vessel</platformclass><callsign>SCQK</callsign><commissioned>1974</commissioned><decommissioned>1989</decommissioned><notes>Swedish customs patrol boat</notes>
77BC	TV273	<country>SWEDEN</country>
77BD	TV274	<country>SWEDEN</country>
77BE	TV276	<country>SWEDEN</country>
77BF	TV278	<country>SWEDEN</country>
77BG	TV281	<country>SWEDEN</country><platformclass>39 Naval vessel</platformclass><callsign>SHPF</callsign><commissioned>1979</commissioned><decommissioned>1989</decommissioned><notes>Swedish customs patrol boat</notes>
77BH	TV282	<country>SWEDEN</country><platformclass>39 Naval vessel</platformclass><callsign>SJIB</callsign><commissioned>1980</commissioned><decommissioned>1989</decommissioned><notes>Swedish customs patrol boat</notes>
77BI	TV283	<country>SWEDEN</country><platformclass>39 Naval vessel</platformclass><callsign>SHPN</callsign><commissioned>1980</commissioned><decommissioned>1989</decommissioned><notes>Swedish customs patrol boat.</notes>
77BJ	TV03	<country>SWEDEN</country>
77BK	NORLAND	<country>SWEDEN</country>
77BL	TV258	<country>SWEDEN</country><platformclass>39 Naval vessel</platformclass><callsign>SCPI</callsign><commissioned>1968</commissioned><decommissioned>1989</decommissioned><notes>Swedish customs patrol boat</notes>
77BM	TV255	<country>SWEDEN</country>
77BN	TV101	<country>SWEDEN</country>
77BO	BORNO STATION	<title>L/V</title><country>SWEDEN</country>
77BP	ELGAREN	<country>SWEDEN</country>
77BQ	TV259	<country>SWEDEN</country>
77BR	TV254	<country>SWEDEN</country>
77BS	ATLANTIC CINDERELLA	<country>SWEDEN</country>
77BT	GAASSTEN	<country>SWEDEN</country>
77BU	SJOLLEN	<country>SWEDEN</country>
77BV	RIGOLETTO	<country>SWEDEN</country><callsign>SFMN</callsign>
77BW	DAG SKAER	<country>SWEDEN</country>
77BX	STOVE TRADER	<country>SWEDEN</country>
77BY	BARKEN	<country>SWEDEN</country>
77BZ	BELLATRIX	<country>SWEDEN</country>
77CA	TV01	<country>SWEDEN</country><platformclass>39 Naval vessel</platformclass><callsign>SLNK</callsign><commissioned>1969</commissioned><decommissioned>1986</decommissioned><notes>Swedish custom patrol boat.</notes>
77CB	ARNE TISELIUS	<country>SWEDEN</country><platformclass>31 Research vessel</platformclass><callsign>SDBF</callsign><notes>Research vessel operated by the Kristineberg Marine Research Station.</notes>
77CN	Atlantic Companion	<IMO>8214152</IMO><country>SWEDEN</country><platformclass>30 Ship</platformclass><callsign>SKPE</callsign><commissioned>1994</commissioned><previous_name>COMPANION EXPRESS</previous_name>
77CR	OSCAR II	<country>SWEDEN</country>
77DA	DAN BROSTROEM	<country>SWEDEN</country><callsign>SHER</callsign><notes>1992-02-06</notes>
77DN	ODEN	<country>SWEDEN</country><callsign>SMLQ</callsign>
77DY	DYNEKIL	<country>SWEDEN</country>
77ES	ESOX	<country>SWEDEN</country><callsign>SFC4566</callsign><notes>Small Stockholm University research vessel. In service as of February 2010.</notes>
77ET	BETTY	<country>SWEDEN</country>
77EX	Inger Express	<IMO>7427764</IMO><country>SWEDEN</country><platformclass>35 Vessel of opportunity on fixed route</platformclass><commissioned>1978-02-15</commissioned><decommissioned>1981-10-02</decommissioned><notes>Ro-ro vessel used to collect CPR data for SAHFOS. Built in 1979 as Seaspeed Dora (Greece). Re-registered in Sweden 1976-12-26, renamed Inger Express 1978-02-15 until re-registered in Belgium as Marcel C 1981-11-13. Subsequently re-registered and renamed on numerous occasions. As at 2007-10 she is active as the Humber Way and regstered in Malta. 2008-01-28 registered as Gumel with Panama flag.</notes><previous_name>Seaspeed Dora</previous_name>
